1726,1
4346,1
112,1
716,1
2663,1
3915,1
4665,1
928,2
2909,2
879,2
4680,1
2086,2
1560,2
4495,2
538,2
4502,2
287,1
4764,2
3477,2
4353,1
1545,2
3073,2
2861,1
451,2
224,1
2078,1
1690,0
503,1
1863,1
3329,2
464,1
713,1
4374,0
2501,1
2220,1
3474,2
4313,1
4861,1
1799,0
4497,1
48,1
65,1
4694,1
2904,2
2313,1
163,2
2250,0
3607,1
1418,0
1891,2
803,1
3935,2
4235,1
3429,1
3430,1
1455,1
1763,1
3001,1
4089,2
2938,1
1364,2
2745,1
215,1
1552,1
1431,1
3730,1
401,2
165,1
1529,2
4123,2
4481,1
3849,0
4828,2
196,1
4823,1
2961,0
3939,2
4018,1
2896,2
690,1
3146,1
3530,1
1314,1
3910,1
842,1
3317,2
2936,1
3948,1
1193,1
2013,1
3511,1
3016,2
695,1
2435,2
3696,2
2193,2
2838,1
1705,1
3859,1
1612,1
3316,2
1461,1
2397,2
4337,2
4732,1
336,1
2910,1
2190,1
4451,2
4557,2
4295,1
2463,2
4851,2
3975,1
568,1
1525,2
2509,0
1195,0
1269,1
3278,2
3933,2
2259,1
4349,1
1990,1
4287,1
3639,1
2221,0
3441,1
3357,1
2715,1
4673,1
3077,0
1224,1
1668,1
4159,2
3827,0
1016,1
982,1
4614,1
1210,1
3709,1
1093,1
652,1
2811,1
3784,1
1043,0
661,1
119,1
3972,1
2617,2
4690,1
3735,2
3299,2
21,2
27,1
731,2
2594,2
2517,0
1142,1
3832,1
2569,1
2166,2
1160,1
2922,1
717,0
20,1
631,2
1101,2
4620,1
3956,1
2059,0
4029,2
1954,2
1834,2
3428,0
2964,2
2064,1
2665,1
1220,1
4061,1
4063,1
1209,1
1836,0
1054,1
3196,1
3397,1
3350,1
975,1
563,1
3473,2
510,0
4471,1
732,1
3595,1
513,1
2234,2
4860,1
2935,2
3873,1
2718,2
4570,2
3770,1
577,1
176,1
3923,2
4323,2
3544,0
1766,1
4207,0
3862,1
279,2
4121,1
1519,2
3239,2
1419,1
3536,1
664,1
787,0
4726,1
1157,2
1080,1
3415,2
2223,1
3226,1
4749,1
1274,1
709,1
1594,1
4171,1
294,1
1506,2
2535,1
2029,1
930,2
2035,1
3147,1
3899,2
983,0
3988,1
2344,0
3766,1
2671,1
1971,2
409,1
1118,1
4526,1
741,1
1153,1
3835,1
2736,2
1966,2
1956,2
2492,2
978,1
992,0
2888,2
1871,0
160,1
3887,0
2885,1
2469,1
2262,0
4783,1
2523,1
1324,1
4640,2
2125,2
845,1
4162,2
2415,1
4532,1
3689,2
2142,0
2867,1
4587,2
4286,1
4627,2
2241,1
1568,1
1000,1
1077,2
1082,1
4500,1
602,1
1027,0
2335,1
1258,1
3082,1
2009,1
689,2
1617,1
4750,1
2042,1
4742,2
3298,2
780,1
1340,1
4608,1
1448,1
352,1
1213,1
2748,2
2100,1
2633,1
3593,2
4757,1
3898,2
3848,1
388,2
3041,1
4666,1
2438,1
3452,2
756,1
1329,1
2800,1
4234,1
1199,1
3219,1
2982,2
3555,1
3336,1
561,1
4268,1
4813,2
1081,1
4769,1
2396,1
2575,1
497,1
3352,1
924,1
255,1
700,2
1152,0
2090,2
2662,1
1887,1
2512,0
2135,1
721,1
515,0
1800,1
852,1
3633,1
888,1
2173,0
4065,1
733,1
4503,2
1294,1
267,1
4818,1
940,1
3283,0
3993,1
3479,2
2167,1
4786,1
4765,1
819,1
67,1
2409,2
3676,1
4204,2
1421,1
4825,2
4443,1
315,2
3585,1
3346,1
3760,1
2942,1
535,1
3377,1
974,1
4530,1
706,1
1810,2
2638,2
4588,2
3666,1
3478,2
2635,0
4574,1
3722,1
2298,1
2876,1
1675,2
994,1
1964,1
3600,1
2624,1
3541,0
467,1
801,2
450,2
4744,2
1319,1
4569,2
965,1
3897,2
1657,1
654,1
4580,2
827,0
3743,2
3492,1
4509,1
1155,2
4508,1
596,2
3610,2
1938,1
1686,1
1554,1
83,1
893,1
4134,2
3228,1
2010,1
1356,1
3672,1
4858,1
4842,1
327,1
484,2
1207,1
1831,2
3867,1
1682,1
3825,0
933,2
317,2
392,1
4767,0
3812,2
2213,0
3459,1
2563,2
2648,0
3179,2
611,1
1522,1
1569,1
511,1
782,2
2306,1
4730,1
3418,2
873,2
314,1
4040,2
4832,1
1883,0
2001,2
1175,1
2481,1
3728,2
3483,2
3309,2
2256,1
68,2
3455,0
2499,0
2729,2
94,1
1379,2
3276,2
2803,1
3980,1
3394,1
1186,1
1584,1
4589,2
1136,1
1239,1
2458,2
3263,1
1277,0
152,2
4755,1
3341,1
3290,2
101,1
117,2
2584,1
865,2
3037,2
1975,1
1747,1
2218,0
687,1
3008,1
3238,1
4312,1
2864,1
1604,1
859,1
3598,1
2878,1
1469,1
1785,1
3872,1
1001,1
2275,2
980,1
996,1
624,2
2478,2
4341,2
2579,1
303,1
1974,1
4677,2
1514,2
2967,1
4380,1
3977,1
591,1
4857,1
2323,1
4411,1
4339,1
3337,2
4775,1
3259,1
3487,2
3603,1
824,0
3534,2
2785,1
769,1
1130,1
4186,1
280,1
3245,2
857,1
3713,1
321,1
1738,2
867,0
964,2
4450,2
407,1
4488,1
4402,1
834,1
3343,1
2571,1
4130,1
3427,0
2107,1
74,2
1534,1
3091,2
82,1
1412,2
2732,1
2405,1
2353,0
3185,2
2273,0
1557,1
3139,0
620,0
55,0
1361,2
2562,1
1744,1
1023,1
1924,1
4076,2
1486,1
1725,1
2451,2
3781,1
2073,1
1931,2
147,1
4440,1
1385,2
4527,1
2170,2
3175,2
4165,1
1688,2
1263,2
4600,1
1780,0
3751,1
1616,1
1437,1
1783,2
3573,0
4185,2
890,1
2555,1
2080,1
831,2
2587,2
4520,2
3189,2
2511,0
3331,0
3787,2
4638,1
728,1
668,0
3664,2
1639,1
2691,2
864,0
3106,2
4182,1
3726,1
524,1
4470,1
4002,1
1140,1
1825,1
2966,2
2655,1
1055,2
4697,2
3532,2
1947,2
3431,1
4405,1
2735,1
1276,1
84,0
927,2
2933,1
2431,2
2746,1
4037,2
377,1
3143,0
3295,1
4662,2
4519,1
2706,1
1443,2
4322,1
3584,1
146,1
4332,2
3834,0
3645,1
1373,1
1885,2
4179,2
4059,1
38,0
432,0
1042,1
1254,1
3606,1
3858,0
384,2
2616,2
675,2
1388,2
2988,1
2385,1
1613,1
3554,1
2868,2
844,1
292,1
2282,1
1754,2
4568,2
2169,2
471,1
3014,1
901,1
1587,1
276,1
3913,1
1062,1
3446,0
3022,1
4060,1
2734,1
226,1
3490,1
1229,1
623,1
3953,1
3187,1
3819,0
2694,1
3177,1
2699,2
578,1
3311,2
3900,2
3560,1
4607,1
2497,1
3523,2
3515,2
770,1
4594,2
3327,1
705,1
3652,1
3281,1
1748,1
2798,1
4263,0
2175,1
2069,2
1272,1
4517,1
1837,2
502,1
3272,1
4815,2
788,1
3096,2
2881,1
3690,2
768,1
4791,1
1845,0
2720,1
575,1
4692,1
3254,1
3053,1
4430,1
1112,1
1724,1
987,1
3529,2
1846,1
514,1
4839,1
3706,2
4348,1
1124,0
2968,1
821,1
887,1
4248,1
22,1
1438,1
472,2
4540,1
1851,1
425,0
1772,1
3539,2
3805,2
1691,0
3112,2
973,1
2108,1
1037,1
3995,1
3469,1
1933,1
247,2
3635,2
4175,1
1914,1
4647,2
4368,2
4475,1
4780,1
2795,1
3704,1
4277,1
4302,0
214,1
1854,2
618,1
4062,1
4264,2
2039,2
576,1
3108,1
2194,2
3920,1
603,1
518,1
3556,1
1236,1
1192,0
1667,1
3400,1
424,2
4304,1
1856,2
3510,1
846,0
3890,0
4300,1
945,1
2590,2
2211,1
1969,1
1476,1
2728,2
92,2
2111,1
4548,1
1574,2
184,1
2924,2
1420,1
1765,1
800,1
368,1
2304,1
3587,1
2181,1
3280,1
2008,1
2449,1
1008,1
2840,0
3354,1
4688,2
1205,1
4803,2
1466,1
339,0
4484,2
3553,0
2333,1
3494,1
1868,1
4439,2
2802,1
4539,1
1129,1
605,2
3655,2
3682,2
2752,0
1432,1
1395,2
216,1
4573,2
751,0
1376,1
1074,1
181,1
2669,2
522,1
1581,1
2038,2
4001,2
3089,0
227,1
3099,1
2351,1
758,1
680,1
3870,1
2354,1
2444,1
969,1
456,2
2022,1
1281,0
1997,1
4199,1
4303,1
71,2
3223,1
1789,1
1646,1
2783,0
1697,2
130,2
4795,1
4082,2
2879,1
3453,1
359,1
2612,1
1798,1
3472,2
4719,2
3999,1
4398,1
692,0
4293,1
4820,2
200,2
367,1
2854,1
2453,0
3669,1
2085,1
358,1
3164,2
2991,1
869,0
2303,1
2208,0
878,1
3149,1
3028,1
3493,1
346,2
2473,0
2151,1
3171,2
2485,2
4202,0
1901,2
168,2
2315,2
4297,0
3034,1
509,1
903,1
1684,1
3543,1
4403,1
1977,2
832,1
436,0
1003,1
1163,1
2807,0
277,1
712,1
2685,0
2407,0
3830,0
2796,1
299,1
1278,0
273,1
4667,1
2177,1
4008,2
2301,1
2339,2
240,1
3609,0
2533,1
1622,1
798,1
1928,2
3621,2
1334,1
4444,2
3026,0
2978,1
1530,1
1715,1
2047,1
544,1
2615,2
1288,1
1597,1
1828,2
613,0
570,1
4754,1
3660,0
2496,0
1433,1
2381,1
426,1
3412,1
2261,1
2505,1
1852,0
4645,1
1832,1
4109,2
2976,1
2823,1
4605,2
3315,1
56,1
153,1
2952,2
3476,1
397,2
415,1
4308,2
3234,1
4099,2
1542,2
434,1
2844,2
2556,2
4327,1
1103,0
1762,1
1231,1
47,1
2984,2
3399,1
786,1
2551,1
35,1
4426,2
4387,1
2096,1
2128,2
4311,1
2673,1
1453,1
3954,1
4106,2
2829,1
3436,1
3322,2
410,1
1279,1
3601,1
1067,0
1328,1
3687,2
4772,1
1976,2
897,1
4717,1
4822,2
2102,1
2277,2
1653,1
4075,1
2609,0
4048,1
3773,2
4491,1
913,1
4038,2
1233,1
1745,1
3668,1
39,1
1794,1
2552,1
993,0
1637,1
2870,2
3918,1
2524,1
3426,1
166,1
4335,2
3216,1
494,1
718,2
3386,1
197,0
806,1
4081,1
2450,2
1022,1
1057,0
3087,1
2632,1
2776,1
1312,1
3739,1
4674,1
4814,2
416,1
3810,2
2760,0
1317,1
3508,1
2402,1
4802,1
2210,2
4148,1
3619,1
4492,2
3720,2
3060,1
2831,1
4113,1
1720,1
4190,1
4381,1
1996,1
2710,1
4708,1
1694,2
2050,1
4129,2
641,2
1479,2
4013,2
2168,0
3679,1
1531,2
4521,1
3481,1
703,1
102,1
3181,1
3382,1
3188,2
103,0
2030,1
808,1
1909,2
1981,1
1674,1
906,1
3902,2
3568,2
2532,1
1410,1
341,1
3721,1
2698,1
2239,1
1004,2
4741,2
4737,1
1370,1
2034,1
2536,1
1913,2
2350,1
2568,0
4611,1
4824,1
1111,1
1487,2
4445,1
804,2
1313,1
2062,2
1336,1
1287,2
4709,1
1267,2
1701,1
4626,2
4150,1
4496,1
3349,1
139,0
936,2
626,0
4760,1
406,1
4593,2
972,1
2145,1
161,1
1508,0
1692,2
1472,1
3750,1
2649,1
2600,1
241,1
1571,2
1592,2
4799,1
1325,1
178,2
4759,1
2141,1
886,1
905,2
650,1
1021,2
2041,1
1643,1
2905,1
647,0
3979,1
470,1
3098,1
2764,1
4552,0
2817,2
3086,1
3240,2
4698,1
542,2
2618,2
3409,2
3778,1
2144,1
4218,1
556,1
3886,0
2903,2
4663,2
3905,2
1737,2
1427,1
753,1
891,1
2900,2
797,1
1406,1
3314,1
1474,1
2891,1
1366,2
1752,1
1348,1
2433,2
2233,1
4699,1
69,1
4537,0
1504,1
4514,1
4193,1
2007,1
378,2
2494,0
607,2
1183,1
4826,2
810,1
968,1
2176,1
1094,1
185,2
4549,1
1922,1
3754,1
4301,2
1535,1
1606,2
3141,1
1355,2
2573,0
1070,0
684,2
1113,1
2482,0
2360,1
4830,1
2049,1
4232,1
2527,2
4597,2
704,1
659,1
8,1
1497,2
1214,1
16,1
3809,2
99,1
1071,1
1963,0
3641,1
1219,0
2576,0
3927,2
3716,2
4331,2
3525,2
4290,2
2927,2
413,2
1377,2
4041,1
23,0
3697,1
1532,2
4572,1
2816,2
4835,2
437,1
3111,1
189,2
1926,2
3943,2
3424,2
3932,1
1628,1
4641,2
1332,2
942,2
329,0
877,1
4370,1
615,1
1939,2
2299,2
2895,1
3698,2
301,2
1549,1
1291,1
1013,2
4733,2
4321,1
4415,1
2653,2
4806,2
4728,2
1636,1
3015,2
297,1
1877,2
495,1
4393,0
1181,1
3456,1
0,1
4738,1
3731,2
3242,1
340,1
2721,1
4487,1
2384,1
3342,1
4054,1
2558,1
195,2
1911,0
3931,1
1563,2
4561,1
4006,2
231,2
2383,1
1460,1
2943,2
2970,1
3836,1
87,1
2361,1
4731,1
2278,1
3390,2
1841,1
1211,1
1151,1
4140,2
1585,1
1310,1
2356,2
253,2
663,2
4867,1
2918,1
6,1
3671,1
335,1
1788,1
935,0
658,1
4751,1
4790,1
2224,1
4201,0
3569,2
2887,2
2518,0
2502,1
2545,2
2238,2
1735,1
1465,1
595,2
2797,1
4752,1
3211,2
4357,1
4669,1
2305,1
2266,2
2092,1
2426,0
1710,1
1283,0
4036,2
1189,1
1849,0
1122,2
1650,1
3576,2
2053,0
3486,2
1216,1
4237,1
218,0
1165,1
3957,1
2244,2
1374,2
1847,1
1776,2
3463,1
4489,0
3937,2
1265,2
2531,2
97,1
3369,0
3123,1
2267,0
1409,2
3758,2
455,1
210,0
4623,2
4347,1
3025,1
1069,1
222,1
4414,1
4155,2
2263,0
1999,1
2230,1
1459,2
1262,2
4505,1
3613,1
2907,1
52,1
2874,2
1316,1
2287,2
213,1
4474,1
2956,2
2027,1
4636,1
180,0
133,2
4863,2
4019,1
1795,1
2821,1
4375,1
752,0
1401,2
2002,1
1075,1
4350,1
4223,1
2228,1
4330,1
2722,1
1039,1
3986,1
4672,2
3884,0
2254,0
1967,1
40,2
1576,2
4525,1
1188,1
2513,0
2508,0
2993,1
796,1
3021,1
2681,1
536,1
838,1
3866,2
632,2
1649,1
2598,1
1943,1
2674,0
3119,2
1255,1
1513,2
3882,0
454,1
2799,1
2394,2
4511,1
2554,1
2832,1
2005,1
932,1
747,1
4167,2
3762,1
4536,2
453,2
4419,1
233,2
4579,2
2589,1
2585,1
4598,1
1905,2
1350,1
4281,2
3665,0
645,1
3264,1
1518,1
4351,2
3970,0
1046,1
3049,1
1462,1
3300,2
2682,2
293,1
3998,1
640,2
362,1
2324,1
2855,2
725,1
3736,2
2851,1
1128,2
2271,1
489,1
3361,1
4547,1
2246,1
1857,1
976,1
3152,1
2731,1
740,1
3853,2
2016,1
4039,2
1260,0
3566,1
4137,2
1869,0
4406,1
794,0
4458,2
4160,2
1250,0
310,1
3703,1
2695,1
3398,2
3801,2
2476,2
3306,1
4853,1
259,2
4324,2
2155,2
1390,1
1090,1
1034,1
3911,2
2375,1
1365,1
4005,2
937,0
1369,1
3225,1
132,1
2588,2
354,1
1642,1
2939,2
3861,0
2565,1
3628,2
4298,1
3131,1
1839,2
4603,1
4085,2
1638,1
3699,1
4478,2
1626,2
356,1
1944,2
2581,2
4216,1
2023,0
554,1
2913,1
4009,1
2067,2
136,1
242,0
1811,2
4494,2
2962,1
2591,1
918,2
1107,1
1179,0
2368,1
2206,2
917,1
29,2
248,2
853,2
4631,2
76,1
4257,1
2293,1
2055,0
4269,1
1494,1
2606,0
4592,2
1498,1
3942,2
4504,0
3838,1
3403,1
3116,1
1711,2
2738,0
3792,0
482,0
3960,1
1801,1
4385,2
1541,1
1589,2
3549,1
3680,1
127,1
4441,1
3611,1
1203,2
2890,1
1547,2
343,2
3531,2
3763,1
745,1
3393,1
483,2
1349,1
96,2
3193,2
1821,2
4307,1
952,1
895,1
1986,1
1640,1
3871,2
4000,1
2212,1
1991,2
3879,2
122,1
225,1
3681,2
3075,0
2774,2
2391,0
2677,1
2226,0
1689,1
1959,1
2300,1
4100,1
3839,0
3461,2
2057,0
1478,1
3297,2
1424,1
792,1
3090,1
2118,2
2754,1
837,2
655,2
2819,2
2032,1
33,1
357,0
3990,1
179,0
3729,1
1303,1
1859,1
4020,1
2348,1
2171,1
2279,1
1164,0
1620,1
1778,2
2780,1
4777,1
1446,1
1148,1
3384,1
4142,2
2243,1
730,2
148,1
4214,1
3180,1
1925,2
373,0
4318,1
4233,2
469,1
1796,1
204,2
1330,2
2314,1
3540,2
3066,2
3962,1
1029,1
3711,1
4621,1
2599,1
2424,1
1995,1
1866,1
3926,1
2294,1
3893,2
1797,1
3449,1
1881,1
2737,1
3504,1
1222,1
2040,1
1499,1
2955,1
1562,1
2116,1
4797,2
977,1
4066,1
2901,1
449,2
1414,1
2318,2
3516,2
3908,1
2388,1
1345,1
187,2
3604,1
4178,1
441,2
3462,1
4254,0
4615,2
1582,2
1627,1
370,2
1108,1
2550,1
3789,2
4028,2
1441,1
4531,1
3802,2
621,1
4479,1
3260,1
2283,1
979,1
1660,0
4238,1
1440,0
1089,2
4309,2
841,1
485,2
2640,1
2203,2
1879,1
1564,2
805,1
4265,1
438,1
2216,0
244,0
4229,1
1096,1
64,1
2860,1
433,1
571,1
145,0
1730,1
4811,2
4024,1
2937,1
2172,0
2274,1
2577,1
3434,1
3982,1
881,2
1775,2
4068,1
2083,1
1141,2
3559,1
105,0
3780,1
1764,1
4809,2
1321,1
508,1
236,1
4177,1
4486,1
85,1
4771,1
2452,2
4476,2
14,1
849,1
1333,1
3820,1
3110,1
1270,1
4112,1
3581,1
4315,1
3194,2
3246,1
674,1
3500,0
3842,1
4713,2
2741,1
2311,1
1126,1
3564,1
2719,1
2124,2
4838,1
2944,2
4292,1
15,1
291,1
962,1
2700,1
795,1
3764,1
1092,1
2089,1
238,1
422,1
2079,1
2411,2
192,1
660,2
1700,1
4715,1
957,1
2475,2
2393,1
2957,1
232,1
4056,1
2837,0
943,2
2652,1
3137,1
2999,1
2714,1
2249,1
3365,1
1566,1
3828,0
874,2
2543,0
2158,1
3467,1
326,2
4146,1
2498,2
3811,1
590,0
4255,1
2413,1
601,2
4243,1
2709,1
3047,1
1632,1
1208,1
4410,0
912,1
505,1
4522,1
3637,2
481,1
371,1
3018,1
3097,1
688,2
3489,1
4363,2
4289,1
3562,1
150,1
4563,2
4320,1
984,0
465,1
2031,1
4706,1
2822,2
2191,1
528,2
677,0
1814,1
1987,1
4424,2
2926,2
3379,2
4107,2
722,2
2848,1
816,1
4834,1
1256,2
3914,1
1240,1
1285,2
2643,1
1848,1
3351,1
949,1
3287,0
2777,2
243,1
186,1
393,1
4740,2
81,1
2,1
1733,2
4135,2
2380,1
4034,2
2462,2
4158,2
4848,1
4021,2
4227,2
347,2
2217,0
1483,1
826,1
3104,1
4198,1
2185,1
3023,1
854,1
4049,1
3934,2
58,1
1792,1
2289,2
2382,1
1378,2
3616,1
4197,2
1787,1
2404,1
2014,2
3557,1
1816,1
381,2
2242,1
1331,2
956,2
3865,1
4619,2
4629,1
209,1
3387,1
507,1
1903,0
2929,2
4231,1
3880,0
760,1
2006,0
3167,1
4221,1
4558,2
1372,2
693,1
2597,1
1127,1
1185,1
2131,1
3190,1
4807,2
4528,1
266,1
2613,2
3840,1
376,2
961,0
4465,1
3623,2
2109,0
3712,1
427,0
4604,1
3124,2
1734,2
1266,1
4556,1
2724,1
4378,2
4310,2
4498,1
162,1
1661,0
720,1
4700,1
1394,1
3206,2
4716,2
1025,0
282,1
2198,1
4446,0
2908,1
1358,2
539,1
251,1
2647,1
1929,1
4541,2
3046,1
588,2
2595,2
1774,2
110,1
1823,1
3442,0
1746,1
2359,2
2529,0
1516,2
1241,0
3971,1
477,1
2751,2
4464,1
1030,1
923,1
3907,2
4544,1
3165,0
2369,2
3470,2
2814,2
4810,0
3345,0
4333,1
4562,2
4394,1
3134,0
4358,1
858,1
1176,1
833,1
835,2
512,1
439,1
3883,0
2525,2
3370,2
2688,1
2003,1
2091,1
2270,2
2281,1
1760,2
3241,1
1402,2
4260,1
2159,1
2559,1
904,0
772,1
4070,2
1662,2
1614,1
4077,1
2026,1
3138,1
3,1
3727,2
4091,2
3269,2
2327,1
334,0
550,2
4612,2
4781,1
2184,2
113,1
3919,2
1447,1
1102,1
4868,1
208,1
530,0
4591,2
1235,1
3213,1
4354,1
4172,2
1702,2
2479,2
2767,1
1915,2
2899,2
3647,2
4409,1
421,2
3458,1
3323,2
582,1
4762,1
4176,1
714,1
899,1
2180,2
496,1
475,1
850,1
4220,1
2708,2
3127,1
61,1
757,1
2033,1
1741,1
473,1
1970,1
3537,1
2969,2
2869,2
920,2
4004,2
678,1
3247,1
2712,2
516,1
825,2
2622,2
3356,0
1757,1
4274,2
100,1
778,0
783,2
2743,2
1429,1
2334,1
1718,1
2553,1
2322,2
3081,1
1898,1
829,2
264,1
1145,1
3497,1
1751,1
2363,1
1371,2
2320,2
815,1
2947,2
1138,2
4864,1
3989,1
2410,2
307,1
4174,2
2477,2
3444,1
4236,1
1758,1
2063,2
4416,1
3841,0
981,1
2139,1
3582,2
3244,1
814,1
4859,1
3024,1
839,1
2912,2
790,1
3153,2
219,1
2051,1
1722,1
2429,2
3837,0
2178,1
3202,2
4132,2
2446,0
3725,2
1389,0
991,2
2804,1
1297,1
4714,1
4125,2
667,2
3528,2
3092,0
4261,2
967,1
1217,2
908,2
781,2
320,1
1704,2
4747,1
3368,1
3578,0
63,2
2235,0
3340,1
13,1
4064,2
3624,1
3100,1
193,2
1580,0
3258,2
1275,1
1456,0
2137,1
3658,2
4743,2
3620,1
1309,0
1488,1
1117,1
1676,1
256,1
4388,1
2892,2
4763,1
3799,1
2642,0
2753,0
1017,1
2272,1
1994,1
998,0
2480,1
365,1
3794,1
1452,1
118,2
958,2
1835,1
1984,1
4855,2
2138,1
3895,2
1623,1
1818,2
3499,2
2419,1
817,2
3040,2
4681,1
3545,1
2842,2
3498,1
773,1
1123,2
1387,1
1936,2
2189,2
4379,2
1223,1
909,2
4050,1
2489,2
4606,1
3719,2
1916,1
2667,2
4032,1
3756,1
3967,1
2740,1
4166,2
3413,2
4693,1
543,1
1784,2
2619,1
4288,1
3004,1
1307,0
2705,0
2703,0
2959,1
1381,1
1439,1
1523,1
875,1
1490,1
4044,1
1426,1
3277,0
2046,1
1665,1
1362,2
2260,1
3855,0
4745,1
2931,2
4241,0
2806,2
3344,1
2761,2
3707,2
2225,1
405,1
2245,1
206,1
2387,1
4071,2
699,2
3968,1
2792,1
1243,1
3163,1
1965,1
1553,1
4538,0
2251,1
4083,1
1097,1
4217,2
3422,2
1296,1
4506,1
1292,2
3822,1
828,1
549,2
4195,2
1464,1
3192,2
4518,1
3903,1
3113,2
60,1
1979,1
1491,2
2979,1
167,1
212,1
749,2
583,1
1630,1
3408,1
3155,1
1596,1
4067,1
182,1
2447,1
2052,1
3017,1
1086,2
1621,0
4219,2
3847,0
4253,2
79,2
3085,1
3724,1
3683,2
2237,2
3928,1
3198,1
330,2
4334,1
4865,1
4418,1
1610,1
529,1
3889,0
2372,1
2917,1
1935,1
2514,1
4376,1
671,2
500,1
759,0
4630,1
3638,1
3896,2
1721,0
4671,0
2123,2
80,1
2693,0
3364,1
1339,2
1473,1
2222,0
1520,1
1565,2
3952,1
2162,2
3925,0
1624,1
1347,1
3501,1
2614,2
789,1
3691,2
4711,1
868,2
1139,1
4098,2
4057,1
170,1
1005,1
313,1
2641,0
3969,1
2392,1
4844,2
306,1
3184,1
3010,1
953,2
3301,2
1648,0
1398,2
93,1
4660,2
3663,2
1937,1
4485,2
4366,2
480,1
3864,2
3070,2
2850,2
3450,1
3596,1
1957,2
4273,1
324,1
1727,1
870,2
3460,1
2373,2
4735,1
3416,2
2296,1
4183,1
298,1
3852,0
1197,1
919,2
4808,1
1450,2
1882,2
2604,1
4247,1
1352,1
1282,1
1934,1
1360,1
1162,1
540,1
1482,1
2164,0
3808,1
2977,1
711,1
2626,1
589,1
4687,2
1173,2
2779,1
46,1
1059,2
3109,1
4390,1
3261,1
3636,1
4618,1
2791,1
2075,1
3876,1
4180,2
363,2
1870,0
3571,2
2340,2
1215,1
4092,1
51,2
4542,1
3846,2
698,2
4821,2
4329,1
657,1
3385,1
3996,1
2326,1
443,1
3987,1
898,2
2630,1
3366,0
400,1
4191,2
726,2
4110,2
637,1
1061,1
2219,1
3863,0
2264,1
4648,1
2268,0
3376,1
3011,1
594,1
3235,2
4306,1
2454,2
2686,0
2367,1
4240,1
2893,2
573,2
2781,0
1855,2
138,1
710,1
1485,2
662,1
1298,1
1386,1
3650,1
3218,0
2872,1
73,1
116,0
3029,1
1739,2
2549,1
3267,1
4829,1
1143,0
708,1
3924,2
2755,1
1245,2
629,1
2345,1
1875,0
4314,1
1695,1
3236,1
1088,0
2544,0
404,0
1527,2
2716,2
1357,1
4163,1
447,2
2657,2
4086,2
1982,1
856,0
4138,1
1407,1
3599,0
3265,2
4267,1
4696,1
2839,2
4565,2
855,2
3257,1
1908,0
3432,0
1824,1
3144,1
2963,1
411,1
1822,2
4704,1
3575,2
4804,1
3518,2
3765,1
3103,2
3388,1
2784,1
2650,1
4325,1
1114,2
3266,2
2101,0
2923,0
1600,1
3674,2
3076,0
1396,0
417,2
2574,2
2058,1
4501,2
3253,2
2337,1
